last_name, first_name,player_id,display_team_name,year,primary_pos_formatted,fielding_runs_prevented,outs_above_average,outs_above_average_infront,outs_above_average_lateral_toward3bline,outs_above_average_lateral_toward1bline,outs_above_average_behind,outs_above_average_rhh,outs_above_average_lhh,actual_success_rate_formatted,adj_estimated_success_rate_formatted,diff_success_rate_formatted
Lowe, Brandon,664040,Rays,2019,2B,-4,-5,1,-5,0,-2,-5,-1,84%,87%,-3%
Lowe, Nate,663993,Rays,2019,1B,-3,-3,0,-2,-1,-1,-2,-1,83%,95%,-12%
Lugo, Dawel,608475,Tigers,2019,3B,-2,-2,1,-4,1,0,-2,0,86%,87%,-1%
Luplow, Jordan,656669,Indians,2019,RF,1,1,1,-4,0,3,1,0,85%,84%,1%
Lux, Gavin,666158,Dodgers,2019,2B,1,2,0,-1,1,1,1,1,91%,88%,3%
Machado, Manny,592518,Padres,2019,3B,-2,-2,-4,0,2,-1,-1,-1,85%,85%,0%
Mahtook, Mikie,543484,Tigers,2019,CF,0,0,0,0,0,0,0,0,94%,93%,1%
Mancini, Trey,641820,Orioles,2019,RF,-5,-6,-3,-2,-2,0,-9,3,88%,90%,-2%
Margot, Manuel,622534,Padres,2019,CF,10,11,1,5,4,1,5,5,90%,87%,3%
Marisnick, Jake,545350,Astros,2019,CF,7,8,2,4,1,2,3,5,92%,89%,3%
Markakis, Nick,455976,Braves,2019,RF,-2,-2,0,-2,-2,2,-2,0,86%,87%,-1%
Marte, Ketel,606466,Diamondbacks,2019,CF,-4,-4,2,-6,1,-2,-3,-1,86%,88%,-2%
Marte, Starling,516782,Pirates,2019,CF,2,2,0,3,1,-2,0,2,87%,87%,0%
Martin, Jason,641829,Pirates,2019,LF,0,0,1,1,-1,0,-1,1,83%,83%,0%
Martin, Leonys,547982,Indians,2019,CF,0,0,0,2,-1,0,0,0,89%,88%,1%
Martin, Richie,621006,Orioles,2019,SS,-4,-5,0,-3,0,-1,-5,0,84%,86%,-2%
Martinez, J.D.,502110,Red Sox,2019,RF,-3,-3,0,0,-2,-1,-3,0,81%,85%,-4%
Martinez, Jose,500874,Cardinals,2019,RF,-8,-9,-2,-7,0,0,-4,-5,76%,82%,-6%
Martini, Nick,605361,---,2019,LF,0,0,0,1,-1,0,-1,1,90%,90%,0%
Maybin, Cameron,457727,Yankees,2019,LF,-1,-1,1,-2,2,0,0,-1,86%,87%,-1%
Mayfield, Jack,608686,Astros,2019,SS,1,2,0,0,1,0,2,0,92%,89%,3%
Mazara, Nomar,608577,Rangers,2019,RF,0,0,1,1,-2,0,2,-1,87%,87%,0%
McBroom, Ryan,643436,Royals,2019,RF,-1,-1,0,-1,0,0,0,-1,79%,84%,-5%
McCutchen, Andrew,457705,Phillies,2019,LF,-1,-1,0,-1,-2,1,-1,0,88%,89%,-1%
McKinney, Billy,641856,Blue Jays,2019,RF,-4,-4,0,-2,-2,0,-5,1,84%,88%,-4%
McMahon, Ryan,641857,Rockies,2019,2B,0,0,0,-4,3,1,-2,1,91%,91%,0%
McNeil, Jeff,643446,Mets,2019,RF,-1,0,2,-2,2,-2,2,-2,87%,87%,0%
Meadows, Austin,640457,Rays,2019,RF,-2,-2,1,1,-4,0,-1,-1,85%,86%,-1%
Mejia, Erick,625510,Royals,2019,CF,0,0,0,0,0,0,0,0,92%,93%,-1%
Mejias-Brean, Seth,623180,Padres,2019,SS,0,0,0,0,-1,0,0,0,94%,92%,2%
Mendick, Danny,664901,White Sox,2019,2B,0,-1,1,-1,-1,0,0,0,89%,91%,-2%
Mercado, Oscar,640458,Indians,2019,CF,4,5,1,4,1,-1,0,4,89%,87%,2%
Mercer, Jordy,474568,Tigers,2019,SS,1,2,3,-3,2,0,-1,3,87%,86%,1%
Merrifield, Whit,593160,Royals,2019,2B,-2,-3,-3,-1,3,-2,-3,0,86%,87%,-1%
Miller, Brad,543543,---,2019,3B,-1,-2,-3,0,1,0,-2,0,88%,90%,-2%
Miller, Ian,641878,Twins,2019,CF,1,1,0,1,0,0,1,0,96%,89%,7%
Moncada, Yoan,660162,White Sox,2019,3B,4,5,3,3,-1,0,4,2,88%,86%,2%
Mondesi, Adalberto,609275,Royals,2019,SS,3,4,-2,-2,6,1,2,1,90%,89%,1%
Moore, Dylan,664238,Mariners,2019,SS,3,3,2,1,0,0,4,-1,87%,85%,2%
Morales, Kendrys,434778,---,2019,1B,2,2,1,2,0,0,0,2,97%,92%,5%
Moran, Colin,592567,Pirates,2019,3B,-4,-6,-3,-8,6,-1,-3,-2,83%,86%,-3%
Moreland, Mitch,519048,Red Sox,2019,1B,-1,-1,0,1,-3,0,-1,0,90%,92%,-2%
Moroff, Max,621559,Indians,2019,SS,-1,-1,-1,-1,0,0,-2,0,86%,93%,-7%
Moustakas, Mike,519058,Brewers,2019,3B,0,0,-1,-2,1,2,-3,3,84%,84%,0%
Mullins, Cedric,656775,Orioles,2019,CF,3,3,-1,2,1,0,3,0,94%,89%,5%
Muncy, Max,571970,Dodgers,2019,2B,0,0,-1,0,4,-2,3,-3,89%,89%,0%
Munoz, Yairo,622168,Cardinals,2019,SS,-1,-2,-1,1,-1,-1,-2,0,84%,86%,-2%
Murphy, Daniel,502517,Rockies,2019,1B,0,0,0,0,0,0,0,-1,91%,91%,0%
Myers, Wil,571976,Padres,2019,CF,1,2,-2,1,2,0,2,-1,87%,87%,0%
Naquin, Tyler,571980,Indians,2019,RF,0,0,0,-3,3,1,-1,0,88%,88%,0%
Naylor, Josh,647304,Padres,2019,RF,-6,-7,-1,-1,-2,-2,-3,-4,82%,89%,-7%
Negron, Kristopher,502117,---,2019,RF,2,3,2,1,0,0,3,0,92%,86%,6%
Neuse, Sheldon,641914,Athletics,2019,2B,2,2,1,0,1,0,1,1,92%,86%,6%
Newman, Kevin,621028,Pirates,2019,SS,-6,-8,-2,-6,1,0,-5,-2,87%,89%,-2%
Nimmo, Brandon,607043,Mets,2019,CF,3,3,1,-1,2,1,2,1,91%,89%,2%
Nola, Austin,543592,Mariners,2019,1B,1,1,1,0,0,0,-1,2,88%,87%,1%
Nunez, Eduardo,456488,Red Sox,2019,2B,-2,-2,0,-1,0,-2,-2,0,84%,87%,-3%
Nunez, Renato,600524,Orioles,2019,1B,-5,-6,-3,-3,-1,0,-2,-4,77%,91%,-14%
O'Brien, Peter,598284,Marlins,2019,RF,0,0,0,0,0,0,0,0,82%,83%,-1%
O'Grady, Brian,657434,Reds,2019,CF,2,2,0,1,1,0,2,0,92%,83%,9%
O'Hearn, Ryan,656811,Royals,2019,1B,2,2,2,-1,1,-1,2,0,95%,93%,2%
O'Neill, Tyler,641933,Cardinals,2019,LF,0,0,1,0,-1,0,1,0,86%,85%,1%
Odor, Rougned,596059,Rangers,2019,2B,3,4,3,-1,3,-1,0,4,87%,85%,2%
Olson, Matt,621566,Athletics,2019,1B,9,12,-1,9,2,3,4,8,93%,88%,5%
Ortega, Rafael,542364,Braves,2019,LF,0,0,0,0,0,0,1,0,90%,90%,0%
Osuna, Jose,591741,Pirates,2019,1B,-5,-6,0,-1,-2,-2,-2,-3,82%,86%,-4%
Owings, Chris,572008,---,2019,2B,0,0,0,1,-1,-1,1,-1,87%,86%,1%
Ozuna, Marcell,542303,Cardinals,2019,LF,-8,-8,-1,-4,-4,0,-4,-5,83%,86%,-3%
Palka, Daniel,594953,White Sox,2019,RF,-2,-2,0,-1,0,-1,0,-2,87%,93%,-6%
Panik, Joe,605412,---,2019,2B,1,2,0,-3,6,-1,0,2,88%,87%,1%
Parra, Gerardo,467827,---,2019,RF,0,0,0,2,-2,0,2,-2,88%,88%,0%
Pearce, Steve,456665,Red Sox,2019,1B,-1,-1,0,-3,0,0,1,-2,82%,87%,-5%
Pederson, Joc,592626,Dodgers,2019,LF,-2,-4,-1,-2,-2,2,-1,-2,83%,85%,-2%
Pedroia, Dustin,456030,Red Sox,2019,2B,-1,-1,0,0,-1,0,0,-1,90%,98%,-8%
Pence, Hunter,452254,Rangers,2019,LF,-3,-3,0,-1,-2,1,-2,-1,85%,90%,-5%
Peralta, David,444482,Diamondbacks,2019,LF,1,1,1,-1,1,1,1,0,86%,86%,0%
Peraza, Jose,606299,Reds,2019,2B,0,1,1,-1,1,-1,1,-1,89%,89%,0%
Perez, Hernan,541650,Brewers,2019,2B,0,0,-2,0,2,1,1,-1,83%,83%,0%
Peterson, Dustin,640460,Tigers,2019,LF,0,0,0,1,-1,0,0,-1,70%,71%,-1%
Peterson, Jace,607054,Orioles,2019,2B,0,0,0,-1,1,0,-1,2,93%,92%,1%
Pham, Tommy,502054,Rays,2019,LF,-10,-11,-4,-4,-4,1,-6,-5,79%,84%,-5%
Phillips, Brett,621433,Royals,2019,CF,4,5,0,3,2,0,4,1,95%,88%,7%
Pillar, Kevin,607680,---,2019,CF,2,2,-4,4,2,0,5,-3,87%,87%,0%
Pinder, Chad,640461,Athletics,2019,LF,-3,-4,-3,-1,0,0,-3,-1,85%,87%,-2%
Piscotty, Stephen,572039,Athletics,2019,RF,1,1,3,-1,-2,1,3,-2,88%,88%,0%
Polanco, Gregory,570256,Pirates,2019,RF,-1,-1,1,0,-2,1,-3,1,85%,86%,-1%
Polanco, Jorge,593871,Twins,2019,SS,-12,-16,-9,-4,-3,0,-14,-1,83%,86%,-3%
Pollock, A.J.,572041,Dodgers,2019,CF,-6,-7,0,-2,-4,0,-3,-3,82%,86%,-4%
Prado, Martin,445988,Marlins,2019,1B,-1,-1,-2,-1,2,0,-1,0,87%,88%,-1%
Profar, Jurickson,595777,Athletics,2019,2B,-2,-2,1,-4,-1,1,-2,-1,90%,90%,0%
Puello, Cesar,527049,---,2019,CF,2,2,-1,1,1,0,0,2,93%,90%,3%
Puig, Yasiel,624577,---,2019,RF,0,0,2,2,-2,-1,1,-1,84%,84%,0%
Pujols, Albert,405395,Angels,2019,1B,1,1,0,2,-1,0,0,1,90%,89%,1%
Quinn, Roman,596451,Phillies,2019,CF,0,0,0,1,-1,0,1,0,85%,85%,0%
Ramirez, Harold,623912,Marlins,2019,LF,-4,-4,0,1,-3,-2,-4,0,87%,88%,-1%
Ramirez, Jose,608070,Indians,2019,3B,0,0,1,-1,-1,0,0,0,87%,87%,0%
Reddick, Josh,502210,Astros,2019,RF,0,0,3,-2,2,-2,-2,2,88%,88%,0%
Rendon, Anthony,543685,Nationals,2019,3B,2,2,1,2,0,0,3,0,87%,87%,0%
Renfroe, Hunter,592669,Padres,2019,RF,5,6,1,3,0,1,5,1,87%,85%,2%
Rengifo, Luis,650859,Angels,2019,2B,2,2,-2,0,2,2,5,-2,90%,89%,1%
Reyes, Franmil,614177,---,2019,RF,-1,-2,5,-3,-4,0,2,-3,87%,88%,-1%
Reyes, Pablo,622569,Pirates,2019,LF,-1,-1,0,1,-1,-2,0,-2,80%,82%,-2%
Reyes, Victor,622682,Tigers,2019,CF,2,3,0,1,1,1,1,2,91%,89%,2%
Reynolds, Bryan,668804,Pirates,2019,LF,2,2,0,1,-1,2,1,1,86%,85%,1%
Reynolds, Mark,448602,Rockies,2019,1B,0,0,-1,1,0,0,0,0,92%,92%,0%
Rickard, Joey,572073,---,2019,LF,0,0,-2,2,0,0,2,-2,89%,88%,1%
Riddle, JT,595375,Marlins,2019,CF,-3,-3,0,0,-4,0,-1,-2,80%,83%,-3%
Riley, Austin,663586,Braves,2019,LF,0,0,1,-1,0,0,1,-1,85%,85%,0%
Rivera, Yadiel,592680,Marlins,2019,3B,0,0,0,0,-1,0,0,1,80%,79%,1%
Rizzo, Anthony,519203,Cubs,2019,1B,-2,-3,-2,-1,1,-1,1,-4,91%,92%,-1%
Robertson, Daniel,621002,Rays,2019,3B,2,3,1,-1,3,0,1,2,88%,86%,2%
Robles, Victor,645302,Nationals,2019,CF,20,23,5,10,5,3,14,8,93%,88%,5%
Rodgers, Brendan,663898,Rockies,2019,2B,-2,-2,-3,0,1,0,-3,0,90%,94%,-4%
Rodriguez, Ronny,500135,Tigers,2019,2B,-2,-3,0,-5,2,1,-3,0,87%,88%,-1%
Rodriguez, Sean,446481,Phillies,2019,SS,1,1,0,0,1,-1,1,0,86%,84%,2%
Rojas, Josh,668942,Diamondbacks,2019,LF,0,0,-1,2,-1,0,0,0,84%,83%,1%
Rojas, Miguel,500743,Marlins,2019,SS,4,6,1,1,2,2,8,-2,88%,86%,2%
Rondon, Jose,602922,---,2019,2B,0,0,1,0,-3,1,-3,2,85%,85%,0%
Rosario, Amed,642708,Mets,2019,SS,-5,-6,0,-7,2,0,-5,-2,86%,87%,-1%
Rosario, Eddie,592696,Twins,2019,LF,-16,-17,-2,-4,-8,-3,-10,-8,80%,87%,-7%
Ruiz, Rio,547004,Orioles,2019,3B,-4,-6,-6,-1,2,1,-8,3,82%,85%,-3%
Russell, Addison,608365,Cubs,2019,2B,4,5,1,2,1,1,3,3,88%,86%,2%
Saladino, Tyler,573135,Brewers,2019,SS,3,4,1,1,0,0,1,2,97%,88%,9%
Sanchez, Yolmer,570560,White Sox,2019,2B,2,2,1,-5,4,2,-2,4,91%,90%,1%
Sandoval, Pablo,467055,Giants,2019,3B,-1,-1,0,-1,1,-1,0,-1,88%,89%,-1%
Sano, Miguel,593934,Twins,2019,3B,-3,-5,-1,-3,-1,0,-3,-2,84%,86%,-2%
Santana, Carlos,467793,Indians,2019,1B,-1,-1,-1,-4,3,0,0,-1,92%,92%,0%
Santana, Danny,542454,Rangers,2019,1B,-2,-3,-1,-5,3,1,0,-3,86%,88%,-2%
Santana, Domingo,570267,Mariners,2019,LF,-12,-13,-2,-6,-1,-4,-9,-4,80%,86%,-6%
Santander, Anthony,623993,Orioles,2019,LF,-2,-3,-2,-1,-2,1,-3,1,89%,90%,-1%
Schebler, Scott,594988,Reds,2019,CF,1,1,1,0,0,1,2,0,90%,88%,2%
Schoop, Jonathan,570731,Twins,2019,2B,3,5,-2,5,1,0,5,0,89%,87%,2%
Schwarber, Kyle,656941,Cubs,2019,LF,-9,-10,-1,-7,0,-2,-5,-5,82%,86%,-4%
Seager, Corey,608369,Dodgers,2019,SS,4,5,0,0,4,1,4,1,88%,87%,1%
Seager, Kyle,572122,Mariners,2019,3B,1,2,0,2,0,0,4,-2,87%,86%,1%
Segura, Jean,516416,Phillies,2019,SS,-3,-4,-2,1,-3,-1,-8,3,85%,86%,-1%
Semien, Marcus,543760,Athletics,2019,SS,-3,-4,0,-8,3,1,-3,0,88%,88%,0%
Senzel, Nick,669222,Reds,2019,CF,0,0,3,3,-5,0,-1,1,85%,85%,0%
Shaw, Travis,543768,Brewers,2019,3B,0,1,-1,-1,2,0,-1,2,84%,84%,0%
Shuck, JB,543776,Pirates,2019,RF,-1,-1,0,0,-1,0,0,0,86%,88%,-2%
Sierra, Magneuris,642423,Marlins,2019,CF,0,-1,0,0,0,0,0,0,84%,86%,-2%
Simmons, Andrelton,592743,Angels,2019,SS,12,16,7,1,8,0,14,3,93%,87%,6%
Slater, Austin,596103,Giants,2019,RF,1,1,0,0,0,1,1,1,88%,87%,1%
Smith Jr, Dwight,596105,Orioles,2019,LF,-9,-10,-1,-4,-5,0,-7,-4,80%,86%,-6%
Smith, Dominic,642086,Mets,2019,LF,-2,-2,0,1,-2,-1,-1,-1,86%,88%,-2%
Smith, Mallex,605480,Mariners,2019,CF,9,10,1,3,5,1,8,2,90%,88%,2%
Smoak, Justin,475253,Blue Jays,2019,1B,2,2,2,1,-1,0,1,2,94%,92%,2%
Sogard, Eric,519299,---,2019,2B,5,6,0,2,2,2,6,0,89%,86%,3%
Solak, Nick,669256,Rangers,2019,3B,-2,-3,-1,0,-1,-1,0,-3,77%,85%,-8%
Solano, Donovan,456781,Giants,2019,2B,2,3,3,1,0,-1,2,1,90%,88%,2%
Solarte, Yangervis,500208,Giants,2019,2B,-1,-1,0,-2,1,0,-2,0,86%,90%,-4%
Soler, Jorge,624585,Royals,2019,RF,-3,-3,1,-2,-1,-1,-2,-1,79%,81%,-2%
Soto, Juan,665742,Nationals,2019,LF,5,6,4,0,2,1,-2,8,88%,87%,1%
Spangenberg, Cory,605486,Brewers,2019,2B,3,4,0,1,3,0,3,1,90%,83%,7%
Springer, George,543807,Astros,2019,CF,7,8,0,1,4,2,5,3,92%,89%,3%
Stamets, Eric,608715,Indians,2019,SS,1,1,-1,0,2,1,1,0,87%,84%,3%
Stanton, Giancarlo,519317,Yankees,2019,LF,0,0,0,0,0,0,0,0,83%,82%,1%
Starling, Bubba,605490,Royals,2019,CF,-1,-1,2,-2,-1,0,-2,1,89%,89%,0%
Stewart, Christin,621514,Tigers,2019,LF,-6,-7,0,-5,0,-2,-6,0,80%,84%,-4%
Stewart, DJ,621466,Orioles,2019,RF,-3,-4,-1,-1,-1,0,-2,-2,80%,86%,-6%
Story, Trevor,596115,Rockies,2019,SS,11,15,9,-1,7,0,14,1,90%,87%,3%
Straw, Myles,664702,Astros,2019,SS,2,3,0,3,1,-1,1,2,92%,89%,3%
Suarez, Eugenio,553993,Reds,2019,3B,1,1,-4,-1,6,0,4,-3,85%,84%,1%
Swanson, Dansby,621020,Braves,2019,SS,2,3,5,-3,0,0,-1,3,89%,88%,1%
Swihart, Blake,596119,Diamondbacks,2019,RF,-2,-2,0,-1,0,-1,-2,-1,73%,82%,-9%
Tapia, Raimel,606132,Rockies,2019,LF,4,5,4,1,-1,1,0,5,85%,82%,3%
Tatis Jr., Fernando,665487,Padres,2019,SS,-10,-13,-12,0,-2,1,-9,-4,83%,88%,-5%
Tauchman, Mike,643565,Yankees,2019,LF,8,9,3,2,2,2,3,6,92%,86%,6%
Taylor, Chris,621035,Dodgers,2019,SS,1,1,1,0,1,-1,1,0,86%,86%,0%
Taylor, Michael A.,572191,Nationals,2019,CF,1,2,1,0,2,-1,1,1,88%,86%,2%
Tellez, Rowdy,642133,Blue Jays,2019,1B,0,-1,-2,1,0,0,0,-1,92%,92%,0%
Thaiss, Matt,642136,Angels,2019,3B,-1,-2,-1,1,-1,-1,-3,1,85%,87%,-2%
Thames, Eric,519346,Brewers,2019,1B,3,3,2,1,1,0,2,2,92%,90%,2%
Thomas, Lane,657041,Cardinals,2019,CF,0,0,0,0,0,0,1,-1,79%,78%,1%
Tilson, Charlie,605508,White Sox,2019,RF,0,0,1,0,-1,0,0,0,85%,86%,-1%
Toro, Abraham,647351,Astros,2019,3B,2,2,2,1,0,0,2,0,86%,81%,5%
Torres, Gleyber,650402,Yankees,2019,SS,-5,-7,-1,-5,0,0,-1,-5,86%,88%,-2%
Torreyes, Ronald,591720,Twins,2019,SS,0,0,0,0,0,0,0,0,70%,67%,3%
Tovar, Wilfredo,541600,Angels,2019,SS,0,0,0,0,0,0,1,-1,88%,88%,0%
Travis, Sam,607752,Red Sox,2019,LF,-1,-1,-1,0,-1,0,0,-1,86%,88%,-2%
Trout, Mike,545361,Angels,2019,CF,-2,-2,-2,-1,0,1,-1,-1,87%,87%,0%
Tucker, Cole,657061,Pirates,2019,SS,-1,-2,1,-3,1,0,1,-3,86%,88%,-2%
Tucker, Kyle,663656,Astros,2019,RF,1,1,1,-1,0,1,0,1,93%,90%,3%
Tulowitzki, Troy,453064,Yankees,2019,SS,0,-1,-1,0,0,0,-1,0,90%,95%,-5%
Turner, Justin,457759,Dodgers,2019,3B,3,4,2,-2,4,0,3,1,89%,88%,1%
Turner, Trea,607208,Nationals,2019,SS,3,4,3,-1,3,-1,5,-1,89%,88%,1%
Upton, Justin,457708,Angels,2019,LF,-4,-5,0,-4,0,-1,-4,-1,79%,84%,-5%
Urena, Richard,620446,Blue Jays,2019,SS,-1,-2,-2,0,0,0,-1,0,86%,89%,-3%
Urias, Luis,649966,Padres,2019,SS,-1,-1,-2,-1,2,0,-3,1,85%,86%,-1%
Urshela, Gio,570482,Yankees,2019,3B,0,0,3,-2,0,-2,2,-2,87%,88%,-1%
Valaika, Pat,642162,Rockies,2019,2B,2,3,1,2,0,0,1,1,96%,89%,7%
Valera, Breyvic,591971,---,2019,2B,0,-1,0,-2,1,0,0,0,88%,89%,-1%
VanMeter, Josh,642165,Reds,2019,LF,-4,-4,-1,-4,0,1,-1,-3,88%,92%,-4%
Vargas, Ildemaro,545121,Diamondbacks,2019,2B,2,2,0,1,1,1,2,0,89%,87%,2%
Vazquez, Christian,543877,Red Sox,2019,1B,1,1,0,0,0,0,0,0,100%,94%,6%
Velazquez, Andrew,623205,---,2019,2B,1,1,0,0,1,0,1,0,100%,92%,8%
Verdugo, Alex,657077,Dodgers,2019,CF,2,2,2,-1,1,-1,-1,2,89%,88%,1%
Villar, Jonathan,542340,Orioles,2019,2B,-9,-12,-5,-4,-1,-1,-6,-5,86%,88%,-2%
Vogelbach, Daniel,596129,Mariners,2019,1B,-1,-1,-1,0,0,0,0,0,90%,91%,-1%
Vogt, Stephen,519390,Giants,2019,LF,0,0,0,0,0,0,0,0,85%,86%,-1%
Voit, Luke,572228,Yankees,2019,1B,-5,-6,-1,-4,-1,0,-3,-3,82%,89%,-7%
Votto, Joey,458015,Reds,2019,1B,1,1,-1,0,1,1,4,-3,92%,91%,1%
Wade Jr, LaMonte,664774,Twins,2019,CF,-3,-3,-2,0,-1,-1,-3,-1,76%,87%,-11%
Wade, Tyler,642180,Yankees,2019,2B,-1,-1,0,-2,0,0,0,-1,86%,87%,-1%
Walker, Christian,572233,Diamondbacks,2019,1B,7,9,1,3,4,1,-1,11,92%,88%,4%
Walker, Neil,435522,Marlins,2019,1B,-2,-2,-2,-2,1,0,-1,-1,87%,89%,-2%
Walsh, Jared,665120,Angels,2019,1B,0,0,-1,1,0,0,0,1,90%,88%,2%
Walton, Donnie,622268,Mariners,2019,SS,0,0,0,-1,1,0,1,0,91%,88%,3%
Ward, Taylor,621493,Angels,2019,LF,-2,-3,-2,-1,0,1,-2,-1,59%,68%,-9%
Wendle, Joey,621563,Rays,2019,2B,0,1,-1,-1,2,0,-3,4,88%,88%,0%
White, Tyler,643603,---,2019,1B,1,2,0,1,1,0,1,1,96%,93%,3%
Wilkerson, Stevie,592859,Orioles,2019,CF,-2,-2,0,2,-4,0,-3,1,89%,90%,-1%
Williams, Mason,592863,Orioles,2019,CF,0,0,0,0,0,0,0,0,82%,83%,-1%
Williams, Nick,608384,Phillies,2019,LF,-1,-1,1,-1,-2,0,0,-1,84%,87%,-3%
Williamson, Mac,607776,---,2019,LF,-1,-1,1,0,0,-1,0,-1,87%,89%,-2%
Winker, Jesse,608385,Reds,2019,LF,-7,-8,-1,-5,-2,0,-4,-4,84%,89%,-5%
Wong, Kean,642221,---,2019,2B,0,-1,0,-1,0,0,0,-1,80%,85%,-5%
Wong, Kolten,543939,Cardinals,2019,2B,8,10,-2,3,6,3,3,8,92%,90%,2%
Yastrzemski, Mike,573262,Giants,2019,LF,3,3,1,3,1,0,3,1,86%,84%,2%
Yelich, Christian,592885,Brewers,2019,RF,-4,-4,0,-2,-3,1,0,-3,84%,86%,-2%
Zagunis, Mark,657145,Cubs,2019,RF,0,0,0,0,0,0,0,-1,70%,75%,-5%
Zimmerman, Ryan,475582,Nationals,2019,1B,0,0,-1,1,0,-1,0,0,94%,94%,0%
Zobrist, Ben,450314,Cubs,2019,2B,-1,-1,-2,1,-1,0,-1,0,84%,85%,-1%
d'Arnaud, Travis,518595,Rays,2019,1B,0,0,-1,1,0,0,0,0,75%,76%,-1%
